EventId,EventTemplate
e1146,idoproxydb hit ASSERT condition: ASSERT expression=<*> Source file=idotransportmgr.cpp Source line=<*> Function=int IdoTransportMgr::SendPacket(IdoUdpMgr* BglCtlPavTrace*) 
e4377,generating <*> 
e1364,<*> <*> interrupts. <*> critical input <*> <*> <*> <*> spent on critical input <*> <*> <*> <*> time in a critical input <*> 
e4377,generating <*> 
e2829,iar <*> dear <*> 
e2134,ciod: <*> <*> <*> files for program <*> 
e4377,generating <*> 
e2829,iar <*> dear <*> 
e5455,<*> <*> point alignment exceptions 
e2468,data TLB error interrupt 
e2829,iar <*> dear <*> 
e2467,Node card VPD check: U11 node in processor card slot <*> do not match. VPD ecid <*> found <*> 
e4349,program <*> 
e1596,total <*> <*> <*> error(s) detected and corrected <*> <*> <*> 
e1607,instruction cache parity error corrected 
e2672,auxiliary processor.........................<*> 
e2327,ciod: Error loading <*> invalid or missing program image <*> format error 
e4377,generating <*> 
e1725,<*> <*> alignment exceptions 
e4377,generating <*> 
e1756,<*> <*> <*> in <*> rbs signal handler during <*> calls. <*> microseconds <*> the maximum time for a single instance of a correctable ddr. 
e2829,iar <*> dear <*> 
e2829,iar <*> dear <*> 
e2447,ciod: Error loading <*> invalid or missing program image <*> such file or directory 
e2829,iar <*> dear <*> 
e9847,ciod: <*> signal <*> code=<*> errno=<*> <*> 
e2717,floating point <*> enabled.....<*> 
e2468,data TLB error interrupt 
e1146,idoproxydb hit ASSERT condition: ASSERT expression=<*> Source file=idotransportmgr.cpp Source line=<*> Function=int IdoTransportMgr::SendPacket(IdoUdpMgr* BglCtlPavTrace*) 
e4377,generating <*> 
e4377,generating <*> 
e5844,NodeCard is not fully functional 
e2829,iar <*> dear <*> 
e2325,CE sym <*> at <*> mask 0x<*> 
e4377,generating <*> 
e2496,core <*> register: 0x<*> 
e4377,generating <*> 
e1697,data <*> interrupt <*> by <*> 
e2829,iar <*> dear <*> 
e1364,<*> <*> interrupts. <*> critical input <*> <*> <*> <*> spent on critical input <*> <*> <*> <*> time in a critical input <*> 
e2829,iar <*> dear <*> 
e3338,instruction <*> 0x00004ed<*> 
e2829,iar <*> dear <*> 
e1725,<*> <*> alignment exceptions 
e2163,data <*> interrupt 
e2829,iar <*> dear <*> 
e2829,iar <*> dear <*> 
e4377,generating <*> 
e3185,data <*> space................<*> 
e2829,iar <*> dear <*> 
e1697,data <*> interrupt <*> by <*> 
e1725,<*> <*> alignment exceptions 
e4377,generating <*> 
e1967,ciod: <*> <*> failed: No such file or directory 
e7186,critical input <*> <*> 
e9456,<*> <*> errors(s) detected and corrected on rank <*> symbol <*> bit <*> 
e1967,ciod: <*> <*> failed: No such file or directory 
e2829,iar <*> dear <*> 
e4377,generating <*> 
e4377,generating <*> 
e4377,generating <*> 
e1364,<*> <*> interrupts. <*> critical input <*> <*> <*> <*> spent on critical input <*> <*> <*> <*> time in a critical input <*> 
e5455,<*> <*> point alignment exceptions 
e4377,generating <*> 
e2468,data TLB error interrupt 
e4377,generating <*> 
e1098,program <*> <*> operation..<*> 
e1725,<*> <*> alignment exceptions 
e1364,<*> <*> interrupts. <*> critical input <*> <*> <*> <*> spent on critical input <*> <*> <*> <*> time in a critical input <*> 
e4377,generating <*> 
e2829,iar <*> dear <*> 
e2325,CE sym <*> at <*> mask 0x<*> 
e1364,<*> <*> interrupts. <*> critical input <*> <*> <*> <*> spent on critical input <*> <*> <*> <*> time in a critical input <*> 
e1967,ciod: <*> <*> failed: No such file or directory 
e4377,generating <*> 
e4377,generating <*> 
e4377,generating <*> 
e4377,generating <*> 
e1725,<*> <*> alignment exceptions 
e8867,ciod: Error <*> message prefix on CioStream socket to <*> Connection reset by peer 
e1146,idoproxydb hit ASSERT condition: ASSERT expression=<*> Source file=idotransportmgr.cpp Source line=<*> Function=int IdoTransportMgr::SendPacket(IdoUdpMgr* BglCtlPavTrace*) 
e2829,iar <*> dear <*> 
e3313,ciod: Error loading <*> invalid or missing program image <*> denied 
e4377,generating <*> 
e1146,idoproxydb hit ASSERT condition: ASSERT expression=<*> Source file=idotransportmgr.cpp Source line=<*> Function=int IdoTransportMgr::SendPacket(IdoUdpMgr* BglCtlPavTrace*) 
e2467,Node card VPD check: U11 node in processor card slot <*> do not match. VPD ecid <*> found <*> 
e4377,generating <*> 
e9096,exception syndrome register: 0x<*> 
e4377,generating <*> 
e4377,generating <*> 
e2796,machine <*> register: 0x<*> 
e2163,data <*> interrupt 
e1756,<*> <*> <*> in <*> rbs signal handler during <*> calls. <*> microseconds <*> the maximum time for a single instance of a correctable ddr. 
e2782,data <*> 0x<*> 
e2829,iar <*> dear <*> 
e4377,generating <*> 
e2059,Lustre mount FAILED : <*> : <*> /p/gb<*> 
e1725,<*> <*> alignment exceptions 
e4377,generating <*> 
e1773,floating <*> ex mode <*> enable......<*> 
e2447,ciod: Error loading <*> invalid or missing program image <*> such file or directory 
e2325,CE sym <*> at <*> mask 0x<*> 
e4377,generating <*> 
e2468,data TLB error interrupt 
e6742,wait <*> enable.................<*> 
e2829,iar <*> dear <*> 
e2325,CE sym <*> at <*> mask 0x<*> 
e3185,data <*> space................<*> 
e4377,generating <*> 
e4377,generating <*> 
e4377,generating <*> 
e2468,data TLB error interrupt 
e3340,Node card <*> not <*> functional 
e1756,<*> <*> <*> in <*> rbs signal handler during <*> calls. <*> microseconds <*> the maximum time for a single instance of a correctable ddr. 
e2829,iar <*> dear <*> 
e4377,generating <*> 
e2325,CE sym <*> at <*> mask 0x<*> 
e2110,instruction <*> space.........<*> 
e4377,generating <*> 
e1725,<*> <*> alignment exceptions 
e4377,generating <*> 
e1697,data <*> interrupt <*> by <*> 
e1967,ciod: <*> <*> failed: No such file or directory 
e1967,ciod: <*> <*> failed: No such file or directory 
e2829,iar <*> dear <*> 
e4377,generating <*> 
e2325,CE sym <*> at <*> mask 0x<*> 
e5455,<*> <*> point alignment exceptions 
e4377,generating <*> 
e3348,MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4) 
e4377,generating <*> 
e2829,iar <*> dear <*> 
e4377,generating <*> 
e2468,data TLB error interrupt 
e1364,<*> <*> interrupts. <*> critical input <*> <*> <*> <*> spent on critical input <*> <*> <*> <*> time in a critical input <*> 
e4377,generating <*> 
e2829,iar <*> dear <*> 
e4377,generating <*> 
e1146,idoproxydb hit ASSERT condition: ASSERT expression=<*> Source file=idotransportmgr.cpp Source line=<*> Function=int IdoTransportMgr::SendPacket(IdoUdpMgr* BglCtlPavTrace*) 
e4377,generating <*> 
e4377,generating <*> 
e1364,<*> <*> interrupts. <*> critical input <*> <*> <*> <*> spent on critical input <*> <*> <*> <*> time in a critical input <*> 
e4377,generating <*> 
e4377,generating <*> 
e4377,generating <*> 
e2327,ciod: Error loading <*> invalid or missing program image <*> format error 
e4377,generating <*> 
e4377,generating <*> 
e1146,idoproxydb hit ASSERT condition: ASSERT expression=<*> Source file=idotransportmgr.cpp Source line=<*> Function=int IdoTransportMgr::SendPacket(IdoUdpMgr* BglCtlPavTrace*) 
e8889,<*> <*> receiver <*> input <*> error(s) <*> <*> detected and corrected 
e2829,iar <*> dear <*> 
e2468,data TLB error interrupt 
e2163,data <*> interrupt 
e4377,generating <*> 
e4377,generating <*> 
e2325,CE sym <*> at <*> mask 0x<*> 
e4377,generating <*> 
e3057,<*> <*> error(s) detected and corrected on rank <*> symbol <*> over <*> seconds 
e4377,generating <*> 
e5455,<*> <*> point alignment exceptions 
e3338,instruction <*> 0x00004ed<*> 
e4377,generating <*> 
e3313,ciod: Error loading <*> invalid or missing program image <*> denied 
e2829,iar <*> dear <*> 
e4377,generating <*> 
e5455,<*> <*> point alignment exceptions 
e2829,iar <*> dear <*> 
e2829,iar <*> dear <*> 
e4377,generating <*> 
e4377,generating <*> 
e4377,generating <*> 
e5455,<*> <*> point alignment exceptions 
e2829,iar <*> dear <*> 
e1725,<*> <*> alignment exceptions 
e1364,<*> <*> interrupts. <*> critical input <*> <*> <*> <*> spent on critical input <*> <*> <*> <*> time in a critical input <*> 
e2829,iar <*> dear <*> 
e4377,generating <*> 
e2468,data TLB error interrupt 
e2692,program <*> <*> cr <*> 
e2325,CE sym <*> at <*> mask 0x<*> 
e5455,<*> <*> point alignment exceptions 
e4377,generating <*> 
e2829,iar <*> dear <*> 
e2189,disable store gathering..................<*> 
e4377,generating <*> 
e5455,<*> <*> point alignment exceptions 
e2134,ciod: <*> <*> <*> files for program <*> 
e5455,<*> <*> point alignment exceptions 
e2468,data TLB error interrupt 
e1756,<*> <*> <*> in <*> rbs signal handler during <*> calls. <*> microseconds <*> the maximum time for a single instance of a correctable ddr. 
e2468,data TLB error interrupt 
e2285,Kernel detected <*> integer alignment exceptions <*> iar <*> dear <*> (<*>) iar <*> dear <*> (<*>) iar <*> dear <*> (<*>) iar <*> dear <*> (<*>) iar <*> dear <*> (<*>) iar <*> dear <*> (<*>) iar <*> dear <*> (<*>) iar <*> dear <*> 
e2468,data TLB error interrupt 
e2829,iar <*> dear <*> 
e4377,generating <*> 
e2325,CE sym <*> at <*> mask 0x<*> 
e1725,<*> <*> alignment exceptions 
e2325,CE sym <*> at <*> mask 0x<*> 
e2134,ciod: <*> <*> <*> files for program <*> 
e2468,data TLB error interrupt 
e2163,data <*> interrupt 
e2134,ciod: <*> <*> <*> files for program <*> 
e4377,generating <*> 
e4377,generating <*> 
e4377,generating <*> 
e6767,ciod: <*> signal <*> code=<*> errno=<*> address=0x000001f<*> 
e2163,data <*> interrupt 
e1725,<*> <*> alignment exceptions 
e2511,ciod: Error <*> message prefix on CioStream socket to <*> Connection <*> out 
e1364,<*> <*> interrupts. <*> critical input <*> <*> <*> <*> spent on critical input <*> <*> <*> <*> time in a critical input <*> 
e1607,instruction cache parity error corrected 
e5455,<*> <*> point alignment exceptions 
e1756,<*> <*> <*> in <*> rbs signal handler during <*> calls. <*> microseconds <*> the maximum time for a single instance of a correctable ddr. 
e1607,instruction cache parity error corrected 
e1725,<*> <*> alignment exceptions 
e1844,critical input <*> (unit=0x0b <*> warning for torus <*> wire 
e1725,<*> <*> alignment exceptions 
e2829,iar <*> dear <*> 
e4377,generating <*> 
e4377,generating <*> 
e2829,iar <*> dear <*> 
e4377,generating <*> 
e4377,generating <*> 
e4377,generating <*> 
e2325,CE sym <*> at <*> mask 0x<*> 
e4377,generating <*> 
e1425,ciod: <*> Detected the debugger died. 
e2829,iar <*> dear <*> 
e2154,instruction <*> <*> 
e3265,rts: <*> message <*> expecting type <*> instead of type <*> <*> 81aa0003 <*> <*>) PSR0=00001f01 PSR1=<*> PRXF=<*> PIXF=<*> 
e1725,<*> <*> alignment exceptions 
e1607,instruction cache parity error corrected 
e2829,iar <*> dear <*> 
e2325,CE sym <*> at <*> mask 0x<*> 
e2829,iar <*> dear <*> 
e2982,rts <*> link training failed: wanted: B C X+ X- Y+ Y- Z+ Z- got: B C X- Y- Z+ Z- 
e4377,generating <*> 
e9456,<*> <*> errors(s) detected and corrected on rank <*> symbol <*> bit <*> 
e1364,<*> <*> interrupts. <*> critical input <*> <*> <*> <*> spent on critical input <*> <*> <*> <*> time in a critical input <*> 
e3338,instruction <*> 0x00004ed<*> 
e2468,data TLB error interrupt 
e1364,<*> <*> interrupts. <*> critical input <*> <*> <*> <*> spent on critical input <*> <*> <*> <*> time in a critical input <*> 
e1607,instruction cache parity error corrected 
e1967,ciod: <*> <*> failed: No such file or directory 
e4377,generating <*> 
e5455,<*> <*> point alignment exceptions 
e1725,<*> <*> alignment exceptions 
e2201,ciod: <*> coordinate <*> exceeds physical dimension <*> at line <*> of node map file <*> 
e4377,generating <*> 
e2343,<*> <*> EDRAM error(s) (dcr <*> detected and corrected <*> <*> <*> 
e2831,critical input <*> (unit=0x0b bit=0x0a): warning for torus z+ wire suppressing further interrupts of same type 
e1756,<*> <*> <*> in <*> rbs signal handler during <*> calls. <*> microseconds <*> the maximum time for a single instance of a correctable ddr. 
e2468,data TLB error interrupt 
e1364,<*> <*> interrupts. <*> critical input <*> <*> <*> <*> spent on critical input <*> <*> <*> <*> time in a critical input <*> 
e3348,MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4) 
e2829,iar <*> dear <*> 
e2467,Node card VPD check: U11 node in processor card slot <*> do not match. VPD ecid <*> found <*> 
e4377,generating <*> 
e4377,generating <*> 
e2829,iar <*> dear <*> 
e2325,CE sym <*> at <*> mask 0x<*> 
e1756,<*> <*> <*> in <*> rbs signal handler during <*> calls. <*> microseconds <*> the maximum time for a single instance of a correctable ddr. 
e4377,generating <*> 
e6767,ciod: <*> signal <*> code=<*> errno=<*> address=0x000001f<*> 
e4377,generating <*> 
e3057,<*> <*> error(s) detected and corrected on rank <*> symbol <*> over <*> seconds 
e2496,core <*> register: 0x<*> 
e2325,CE sym <*> at <*> mask 0x<*> 
e1725,<*> <*> alignment exceptions 
e4377,generating <*> 
e2285,Kernel detected <*> integer alignment exceptions <*> iar <*> dear <*> (<*>) iar <*> dear <*> (<*>) iar <*> dear <*> (<*>) iar <*> dear <*> (<*>) iar <*> dear <*> (<*>) iar <*> dear <*> (<*>) iar <*> dear <*> (<*>) iar <*> dear <*> 
e4377,generating <*> 
e2829,iar <*> dear <*> 
e1743,Error <*> packet on tree network expecting type <*> instead of type <*> <*> <*> <*> <*>) PSR0=00001f01 PSR1=<*> PRXF=<*> PIXF=<*> 
e3340,Node card <*> not <*> functional 
e4377,generating <*> 
e3338,instruction <*> 0x00004ed<*> 
e4377,generating <*> 
e4377,generating <*> 
e2325,CE sym <*> at <*> mask 0x<*> 
e3338,instruction <*> 0x00004ed<*> 
e4377,generating <*> 
e4377,generating <*> 
e1725,<*> <*> alignment exceptions 
e4377,generating <*> 
e2829,iar <*> dear <*> 
e2829,iar <*> dear <*> 
e4377,generating <*> 
e4377,generating <*> 
e3338,instruction <*> 0x00004ed<*> 
e2163,data <*> interrupt 
e1364,<*> <*> interrupts. <*> critical input <*> <*> <*> <*> spent on critical input <*> <*> <*> <*> time in a critical input <*> 
e2163,data <*> interrupt 
e4377,generating <*> 
e4377,generating <*> 
e4377,generating <*> 
e2325,CE sym <*> at <*> mask 0x<*> 
e4377,generating <*> 
e2829,iar <*> dear <*> 
e2829,iar <*> dear <*> 
e2059,Lustre mount FAILED : <*> : <*> /p/gb<*> 
e1725,<*> <*> alignment exceptions 
e1985,program <*> <*> instruction...<*> 
e2829,iar <*> dear <*> 
e1725,<*> <*> alignment exceptions 
e4377,generating <*> 
e1127,rts panic! - stopping execution 
e1146,idoproxydb hit ASSERT condition: ASSERT expression=<*> Source file=idotransportmgr.cpp Source line=<*> Function=int IdoTransportMgr::SendPacket(IdoUdpMgr* BglCtlPavTrace*) 
e4377,generating <*> 
e4540,rts: kernel terminated for reason <*> 
e2468,data TLB error interrupt 
e9847,ciod: <*> signal <*> code=<*> errno=<*> <*> 
e1725,<*> <*> alignment exceptions 
e2496,core <*> register: 0x<*> 
e1146,idoproxydb hit ASSERT condition: ASSERT expression=<*> Source file=idotransportmgr.cpp Source line=<*> Function=int IdoTransportMgr::SendPacket(IdoUdpMgr* BglCtlPavTrace*) 
e4377,generating <*> 
e4377,generating <*> 
e5455,<*> <*> point alignment exceptions 
e2285,Kernel detected <*> integer alignment exceptions <*> iar <*> dear <*> (<*>) iar <*> dear <*> (<*>) iar <*> dear <*> (<*>) iar <*> dear <*> (<*>) iar <*> dear <*> (<*>) iar <*> dear <*> (<*>) iar <*> dear <*> (<*>) iar <*> dear <*> 
e4377,generating <*> 
e1756,<*> <*> <*> in <*> rbs signal handler during <*> calls. <*> microseconds <*> the maximum time for a single instance of a correctable ddr. 
e4377,generating <*> 
e1146,idoproxydb hit ASSERT condition: ASSERT expression=<*> Source file=idotransportmgr.cpp Source line=<*> Function=int IdoTransportMgr::SendPacket(IdoUdpMgr* BglCtlPavTrace*) 
